Ngày đăng,Loại hình,Địa chỉ,Giá (VND),Diện tích đất (m2),Diện tích sàn (m2),Phòng ngủ,Phòng tắm,Tình trạng nội thất,Giấy tờ pháp lý,Tiêu đề,Mô tả,Lý do loại bỏ,Diện tích
06/10/2025,alley_house,"59/14 Lý Chiêu Hoàng, 10, 6, Hồ Chí Minh",10000000000.0,155.8,109.3,3.0,2.0,unfurnished,certificate,"Bán nhà phố trong hẻm xe gác tại địa chỉ 59/14 Lý Chiêu Hoàng, Phường 10, Quận 6, TP. Hồ Chí Minh","Bán nhà 59/14 Lý Chiêu Hoàng, Phường 10, Quận 6, TP.HCM - Kích thước: 4.96m x 24.44m - Diện tích đất tổng: 155.8m² - Bao gồm: 3 phòng ngủ 2 nhà vệ sinh",Outlier theo Diện tích (alley_house),155.8
24/09/2025,alley_house,"757/58 Bùi Công Trừng, Đông Thạnh, Hóc Môn, Hồ Chí Minh",11900000000.0,245.5,0.0,4.0,5.0,unfurnished,certificate,"Bán Bất động sản khác 757/58 Bùi Công Trừng, Đông Thạnh, Hóc Môn, Hồ Chí Minh",Bán nhà tại 757/58 ấp 4 đường bùi công trừng đông thạnh hóc môn Diện tích: 245.5m2 Kết cấu: 2 tầng Giá bán: 11.9 Tỷ TL,Outlier theo Diện tích (alley_house),245.5
22/09/2025,alley_house,"16/27A-B Ao Đôi, Bình Trị Đông A, Bình Tân, Hồ Chí Minh",14800000000.0,201.0,613.39,7.0,5.0,unfurnished,certificate,"Chính chủ cần bán nhà hẻm, diện tích 201m2, gồm 1 trệt, 3 lầu và sân thượng, tọa lạc trên đường Ao Đôi, Phường Bình Trị Đông A, Quận Bình Tân.","Bán nhà tại 16/27A-B Ao Đôi, P.Bình Trị Đông A, Q.Bình Tân, TP.HCM Diện tích: 201 m2   Kết cấu: Trệt + lững + 3 lầu + sân thượng + Xe hơi đậu trong nhà. Giá bán: 14,8 tỷ (có thương lượng)",Outlier theo Diện tích (alley_house),201.0
19/09/2025,alley_house,"1387/14 Huỳnh Tấn Phát, Phú Thuận, 7, Hồ Chí Minh",14500000000.0,144.0,246.3,2.0,3.0,unfurnished,certificate,"Nhà bán tại đường Huỳnh Tấn Phát, phường Phú Thuận, quận 7 – Giá 14,5 tỷ","Nhà riêng cần bán tại 1387/4 đường Huỳnh Tấn Phát, phường Phú Thuận, Quận 7, TP. Hồ Chí Minh.  Giá bán: 14,5 tỷ.  Nhà 1 lầu 1 trệt + sân thượng  nằm trong ngõ, phù hợp để ở hoặc đầu tư tại khu vực Quận 7.",Outlier theo Diện tích (alley_house),144.0
19/09/2025,alley_house,"507/38A Hương Lộ 3, Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",11500000000.0,140.1,265.5,4.0,4.0,unfurnished,certificate,"Bán - Nhà hẻm 507/38A Hương Lộ 3, Bình Hưng Hòa, Bình Tân, Hồ Chí Minh","Nhà 1trệt 1 lầu + sân thượng cần bán, nằm trong hẻm 507/38A đường Hương Lộ 3, Quận Bình Tân, TP. Hồ Chí Minh.  Giá bán: 11,5 tỷ (TL). -  Nhà riêng, vị trí trong ngõ, phù hợp để ở hoặc đầu tư.",Outlier theo Diện tích (alley_house),140.1
18/09/2025,alley_house,"15/5C ấp Trung Chánh 3, Trung Chánh, Hóc Môn, Hồ Chí Minh",7200000000.0,139.4,101.9,9.0,10.0,unfurnished,certificate,"Chính chủ bán nhà trong hẻm ngõ rộng, diện tích 150 m², gồm 1 trệt và 1 lầu, nằm trên đường Nguyễn Ánh Thủ, Quận 12, Phường Trung Mỹ Tây.","Bán nhà tại 15/5C ấp Trung Chánh 3, Xã Trung Chánh, H.Hóc Môn, TP.HCM 📝 Diện tích: 139.4 m²   🚗 Đường/hẻm trước nhà rộng rãi, có thể xe hơi vào   🔹 Thông tin thêm: Nhà gồm 1 trệt, 1 lầu + 1 dãy trọ 6 phòng lối đi riêng 💰 Giá bán: 7,2 tỷ VNĐ (thương lượng)",Outlier theo Diện tích (alley_house),139.4
18/09/2025,alley_house,"93/4 Đông Hưng Thuận 18, Đông Hưng Thuận, 12, Hồ Chí Minh",5700000000.0,147.4,80.6,2.0,1.0,partially_furnished,certificate,"Nhà bán tại đường Đông Hưng Thuận 18, Phường Đông Hưng Thuận, Quận 12, diện tích 147m2, giá 5,7 tỷ.","Bán nhà tại địa chỉ 93/4, đường Đông Hưng Thuận 18, phường Đông Hưng Thuận, Quận 12.   Diện tích: 147.4m2, đã có sổ hồng.   Kết cấu: 2 phòng ngủ, 1 vệ sinh.   Hiện đang cho thuê với giá 7 triệu/tháng.   Hẻm xe hơi, thông ra quốc lộ 1A, gần chợ, nhà thờ và trường học.   Giá bán: 5,7 tỷ.",Outlier theo Diện tích (alley_house),147.4
17/09/2025,alley_house,"33/35 đường số 1, Bình Thuận, 7, Hồ Chí Minh",18500000000.0,233.6,256.5,5.0,4.0,furnished,certificate,"Nhà bán tại đường số 1, Phường Bình Thuận, Quận 7, diện tích 225m2, giá 17,5 tỷ.","🏠 Địa chỉ: 33/35, đường Số 1, Phường Bình Thuận, Quận 7   📄 Sổ hồng riêng   🛏️ 5 phòng ngủ, 4 phòng vệ sinh   🛋️ Nội thất cao cấp   🚗 Hẻm rộng, xe hơi ra vào thuận tiện   💰 Giá bán: 18,5 tỷ  TL",Outlier theo Diện tích (alley_house),233.6
17/09/2025,alley_house,"C11/209 Liên Ấp 2-3, Đa Phước, Bình Chánh, Hồ Chí Minh",2900000000.0,176.0,51.9,3.0,3.0,partially_furnished,certificate,"Chính chủ bán nhà trong hẻm ngõ 176m², gồm 3 phòng ngủ, nằm trên đường Liên Ấp 2-3, huyện Bình Chánh, xã Đa Phước.","Chính chủ bán nhà trong hẻm, diện tích 176 m² , Nở hậu 14.57m2 🛣️ Đường trước nhà rộng, ô tô vào thoải mái   🛏️ Thông tin thêm: có 3 phòng ngủ   💰 Giá bán: 2,9 tỷ VNĐ (Hai tỷ chín trăm triệu), có thể thương lượng",Outlier theo Diện tích (alley_house),176.0
16/09/2025,alley_house,"MPN 29/12 đường B3, Tây Thạnh, Tân Phú, Hồ Chí Minh",13800000000.0,156.6,409.36,24.0,24.0,unfurnished,certificate,"Bán nhà phố hẻm xe tải một phần tại địa chỉ 29/12 đường B3, phường Tây Thạnh, quận Tân Phú, TP. Hồ Chí Minh","- một phần nhà 29/12 đường B3, Phường Tây Thạnh, Quận Tân Phú, Tp. Hồ Chí Minh. - Tôi chính chủ muốn bán căn nhà có vị trí tài sản tọa lạc tại Hẻm xe tải - Diện tích đất tổng: 156.6m², mục đích sử dụng: Đất nhóm nhà ở - Công trình xây dựng: trệt 2 lầu, 24 phòng ngủ, 24 nhà vệ sinh - Kết cấu: Tường gạch, sàn BTCT, mái BTCT - Diện tích sử dụng: 409.36m² - Nhà đất đang cho thuê với thu nhập ổn định 60 triệu/tháng. - Giá : 13ty8",Outlier theo Diện tích (alley_house),156.6
16/09/2025,alley_house,"756/5 đường Nguyễn Xiển, Long Thạnh Mỹ, Thủ Đức, Hồ Chí Minh",16500000000.0,347.6,153.0,3.0,2.0,partially_furnished,certificate,"Nhà bán tại đường Nguyễn Xiển, Phường Long Thạnh Mỹ (trước đây là Quận 9), diện tích 347,6m2, giá bán 16,5 tỷ.","Bán nhà số 756/5 đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Thành phố Thủ Đức, TP Hồ Chí Minh  - Với diện tích đất công nhận lớn 347.6m2m².  Chiều ngang: 13.99m Chiều dài: 23.26m + 333,4m2 đất ở đô thị + 14,2m2 đất trồng cây lâu năm Nhà kiên cố, thiết kế thoáng mát - Cách VINHOMES GRAND PANK 100m.  Nhà nằm gần trung tâm thành phố, thuận tiện di chuyển, đầy đủ tiện ích xung quanh (chợ, trường học, bệnh viện...).",Outlier theo Diện tích (alley_house),347.6
16/09/2025,alley_house,"243/31/30 Tôn Đản, 15, 4, Hồ Chí Minh",9500000000.0,149.2,140.3,2.0,2.0,unfurnished,certificate,"Nhà cấp 4 cần bán tại đường Tôn Đản, Phường 15, Quận 4 – Giá 9,5 tỷ","Nhà cấp 4 cần bán tại đường Tôn Đản, Phường 15, Quận 4, TP. Hồ Chí Minh.  Giá bán: 9,5 tỷ.  Nhà riêng nằm trong hẻm, phù hợp để ở hoặc đầu tư.",Outlier theo Diện tích (alley_house),149.2
16/09/2025,alley_house,"56/54A Đường TTN 17, Khu phố 4, Tân Thới Nhất, 12, Hồ Chí Minh",13000000000.0,132.3,240.0,2.0,2.0,partially_furnished,certificate,"Nhà bán tại đường Tân Thới Nhất 17, Phường Tân Thới Nhất, Quận 12, diện tích 200m2, giá 13 tỷ.","Bán nhà 56/54A Đường TTN 17, Khu phố 4, phường Tân Thới Nhất, Quận 12, TP Hồ Chí Minh Hẻm trước nhà ô tô tải - Kết cấu 1 trệt, 1 lầu đúc bê tông cốt thép. Chiều ngang: 10m Chiều dài: 20.4m Diện tích đất công nhận: 132.3m2 Diện tích sử dụng: 240m2 Đường trước nhà/đất : 10m - Nhà đang cho thuê 18tr/th, khách mua về chỉ việc kinh doanh - Hàng xóm toàn cán bộ cấp cao, an ninh",Outlier theo Diện tích (alley_house),132.3
16/09/2025,alley_house,"766/14 Cầu Ông Đựng Tl 44, An Phú Đông, 12, Hồ Chí Minh",7590000000.0,199.8,210.5,3.0,3.0,partially_furnished,certificate,"Nhà bán tại đường Cầu Ông Đựng, TL 44, Phường An Phú Đông, Quận 12, diện tích 200m2, giá 7,59 tỷ.","Bán nhà tại địa chỉ 766/14, đường Cầu Ông Đựng TL 44, Phường An Phú Đông, Quận 12.   Diện tích: 200m2, đã có sổ hồng.   Nhà gồm 3 phòng ngủ, 3 vệ sinh.   Sân sau và sân vườn trước rộng rãi, thoáng mát.   Giá bán: 7,59 tỷ.",Outlier theo Diện tích (alley_house),199.8
16/09/2025,alley_house,"70/6 Thạnh Lộc 15, Thạnh Lộc, 12, Hồ Chí Minh",8500000000.0,146.6,219.1,3.0,2.0,unfurnished,certificate,"Nhà bán trong hẻm 70, đường Thạnh Lộc 15, Phường Thạnh Lộc. Diện tích 146m2, giá bán 8,5 tỷ.","Nhà riêng cần bán 1 trệt 1 lầu, đường Thạnh Lộc 15, Phường Thạnh Lộc, Quận 12, TP. Hồ Chí Minh.   Giá bán: 8,5 tỷ   Nhà nằm trong hẻm, phù hợp cho gia đình an cư hoặc đầu tư.",Outlier theo Diện tích (alley_house),146.6
16/09/2025,alley_house,"25/22/5 Sơn Kỳ, Sơn Kỳ, Tân Phú, Hồ Chí Minh",16000000000.0,158.0,207.8,5.0,3.0,unfurnished,certificate,"Chính chủ cần bán nhà hẻm ngõ, diện tích 158m2, kết cấu 1 trệt 1 lầu, tọa lạc trên đường Sơn Kỳ, Phường Sơn Kỳ, Quận Tân Phú.","Bán nhà tại 25/22/5 Sơn Kỳ, Phường Sơn Kỳ, Quận Tân Phú, TP.HCM Diện tích: 158m2  – Kích thước: 13m x 12,5m  – Đường trước nhà rộng, xe hơi ra vào thoải mái  – Kết cấu: 1 trệt, 1 lầu  – Giá bán: 16 tỷ (có thương lượng)",Outlier theo Diện tích (alley_house),158.0
15/09/2025,alley_house,"6/1A đường số 10, Tam Bình, Thủ Đức, Hồ Chí Minh",7850000000.0,160.0,0.0,2.0,1.0,unfurnished,certificate,"Chính chủ cần bán nhà cấp 4, diện tích 160m2, nằm trong hẻm đường số 10, Phường Tam Bình, Quận Thủ Đức.","Bán nhà tại  6/1A đường số 10, Phường Tam Bình, Thành phố Thủ Đức, TP.HCM Hiện trạng nhà cấp 4, chưa hoàn công Diện tích 160m2, đường trước nhà rộng ô tô vào tận nơi Nhà cấp 4, giá bán 7,85 tỷ (có thương lượng)",Outlier theo Diện tích (alley_house),160.0
12/09/2025,alley_house,"184/3/10D Nguyễn Xí, 26, Bình Thạnh, Hồ Chí Minh",18000000000.0,223.7,0.0,5.0,5.0,unfurnished,certificate,"Nhà phố hẻm cần bán tại địa chỉ 184/3/10D Nguyễn Xí, phường 26, quận Bình Thạnh, TP. Hồ Chí Minh.","Nhà cần bán tại địa chỉ 184/3/10D Nguyễn Xí, P.26, Bình Thạnh, TP. Hồ Chí Minh.   Diện tích: 223,7m²   Giá bán: 18 tỷ TL",Outlier theo Diện tích (alley_house),223.7
12/09/2025,alley_house,"49/4 Khu phố 6, Đông Hưng Thuận, 12, Hồ Chí Minh",10000000000.0,216.4,125.0,4.0,2.0,unfurnished,certificate,"Nhà cấp 4 cần bán tại đường Đông Hưng Thuận, Phường Đông Hưng Thuận, Quận 12, diện tích 214,4m2. Giá bán: 10 tỷ.","Nhà cấp 4 cần bán tại 49/4 Khu phố 6, Phường Đông Hưng Thuận, Quận 12, TP.HCM Khu dân cư yên tĩnh, giao thông thuận tiện, gần chợ, trường học, nhà thờ và đền chùa.   Diện tích: 216.4m2 Giá bán: 10 tỷ  TL",Outlier theo Diện tích (alley_house),216.4
11/09/2025,alley_house,"2/29 Đường 8, Long Phước, 9, Hồ Chí Minh",9800000000.0,269.9,43.4,1.0,1.0,unfurnished,certificate,"Bán Nhà hẻm 2/29 Đường 8, Long Phước, 9, Hồ Chí Minh","Bán nhà tại 2/29 Đường 8, Long Phước, quận 9, Hồ Chí Minh Đất trống, có nhà cấp 4 nhỏ Diện tích 269.9m2  Giá bán: 9.8 tỷ TL",Outlier theo Diện tích (alley_house),269.9
11/09/2025,alley_house,"755/19 Lê Đức Thọ, 16, Gò Vấp, Hồ Chí Minh",11600000000.0,137.6,116.5,2.0,1.0,partially_furnished,certificate,"Nhà cấp 4 cần bán tại đường Lê Đức Thọ, Phường 16, Quận Gò Vấp, diện tích 138m2, giá bán 11,6 tỷ.","Bán nhà cấp 4 tại đường 755/19 Lê Đức Thọ, Phường 16, Quận Gò Vấp,   -  Diện tích 137.6m2,  -  Kết cấu: 2 phòng ngủ, 1 vệ sinh   –  Hẻm xe hơi thông mà giá chỉ có 50tr/m không có căn thứ 2 ở khu vực.  –  Vị trí giáp đường Thống nhất sầm uất.  –  Nhà cấp 4 tiện xây mới khang trang.  – Chủ gấp bán chốt nhanh cho khách thiện chí 💰 Giá bán: 11,6 tỷ  TL",Outlier theo Diện tích (alley_house),137.6
10/09/2025,alley_house,"338/39/23 Âu Cơ, 10, Tân Bình, Hồ Chí Minh",13500000000.0,164.7,266.1,3.0,2.0,partially_furnished,certificate,"Nhà phố hẻm cần bán tại địa chỉ 338/39/23 Âu Cơ, phường 10, quận Tân Bình, TP. Hồ Chí Minh.","Nhà phố hẻm cần bán tại địa chỉ 338/39/23 Âu Cơ, P.10, Tân Bình, TP. Hồ Chí Minh.   + Diện tích: 164,7m²  (8 x 20m) + Kết cấu: 1 trệt 1 lầu, gồm 4 phòng ngủ nhà kiên cố, dễ cải tạo hoặc xây mới, nhà trệt lầu với thiết kế suốt, không gian rộng đa công năng + Vị trí: Ngay cạnh giao Lộ Âu Cơ - Lạc Long Quân, giáp Tân Phú, Khu vực lưu lượng di chuyển cao Giá bán: 13,5 tỷ VNĐ TL",Outlier theo Diện tích (alley_house),164.7
10/09/2025,alley_house,"574/15/54/6 Đường Sinco, Bình Trị Đông B, Bình Tân, Hồ Chí Minh",12000000000.0,320.0,320.0,1.0,1.0,unfurnished,certificate,"Nhà phố hẻm cần bán tại địa chỉ 574/15/54/6 Sinco, phường Bình Trị Đông B, quận Bình Tân, TP. Hồ Chí Minh.","Bán nhà tại 574/15/54/6 Sinco, phường Bình Trị Đông B, quận Bình Tân, TP. Hồ Chí Minh.   Diện tích đất: 320m²   Diện tích xây dựng: 98.5m2  Kết cấu: nhà cấp 4 tiện sửa chữa xây lại Giá bán: 12 tỷ TL",Outlier theo Diện tích (alley_house),320.0
28/08/2025,alley_house,"221/6/5 Quốc lộ 1K, Linh Xuân, Thủ Đức, Hồ Chí Minh",7989000000.0,142.0,0.0,3.0,3.0,unfurnished,certificate,"Nhà 3 tầng nằm trong hẻm đường Quốc lộ 1K, Thủ Đức - Giá bán: 7,989 tỷ (đã giảm giá)","Nhà 3 tầng nằm trong hẻm 221/6/5 đường Quốc lộ 1K, Thủ Đức - Giá bán 7,989 tỷ (đã giảm giá).",Outlier theo Diện tích (alley_house),142.0
27/08/2025,alley_house,"9/4 Hà Huy Giáp, Thạnh Xuân, 12, Hồ Chí Minh",2700000000.0,192.4,109.4,3.0,1.0,unfurnished,certificate,"Bán nhà trong hẻm ngõ tại số 9/4 đường Hà Huy Giáp, phường Thạnh Xuân, giá 2,7 tỷ đồng, diện tích 190 m².","bán nhà tại số 9/4 đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, TP. Hồ Chí Minh   🔵Diện tích: 192.4 m² - nở hậu L  15m 🟢Loại hình: Nhà riêng, trong ngõ   🔵Giá bán: 2.7 tỷ đồng  TL 🔴Phù hợp để ở hoặc đầu tư",Outlier theo Diện tích (alley_house),192.4
26/08/2025,alley_house,"489/18/6/1 Nguyễn Văn Tạo, Long Thới, Nhà Bè, Hồ Chí Minh",6295000000.0,160.0,219.0,10.0,10.0,partially_furnished,certificate,"Chính chủ cần bán nhà hẻm ngõ, diện tích 160m2, gồm 10 phòng, tọa lạc trên đường Số 6, Xã Long Thới, Huyện Nhà Bè.","Chính chủ cần bán nhà trong hẻm  – Diện tích: 160m2 – Gồm 10 phòng  – Giá bán: 6.295.000.000 VNĐ (Sáu tỷ hai trăm chín mươi lăm triệu, có thương lượng) Phù hợp đầu tư kinh doanh phòng trọ",Outlier theo Diện tích (alley_house),160.0
25/08/2025,alley_house,"496/46 Đường Dương Quảng Hàm, 5, Gò Vấp, Hồ Chí Minh",16500000000.0,133.3,417.5,16.0,16.0,partially_furnished,certificate,"Nhà phố hẻm cần bán tại địa chỉ 496/46/22b2 Dương Quảng Hàm, phường 5, quận Gò Vấp, TP. Hồ Chí Minh.","Nhà phố hẻm cần bán tại địa chỉ 496/46/22b2 Dương Quảng Hàm, P.5, Gò Vấp, TP. Hồ Chí Minh.  Diện tích 133.3m²,  Kết cấu 1 trệt 2 lầu,  Phù hợp kinh doanh đầu tư CHDV  giá bán 16,5 tỷ đồng.TL",Outlier theo Diện tích (alley_house),133.3
22/08/2025,alley_house,"1/2/22 Phạm Quý Thích, Tân Quý, Tân Phú, Hồ Chí Minh",17700000000.0,161.6,443.8,7.0,6.0,unfurnished,certificate,"Nhà bán trong hẻm 1/2 đường Phạm Quý Thích, Phường Tân Quý, diện tích 161m2, giá 17,7 tỷ.","Nhà riêng cần bán tại hẻm 1/2/22 đường Phạm Quý Thích, Phường Tân Quý, Quận Tân Phú, TP. Hồ Chí Minh.   Diện tích: 161 m2   Giá bán: 17,7 tỷ   Nhà nằm trong hẻm, phù hợp cho gia đình ở hoặc đầu tư.",Outlier theo Diện tích (alley_house),161.6
22/08/2025,alley_house,"25/1/2 Đường Sơn Kỳ, Sơn Kỳ, Tân Phú, Hồ Chí Minh",16200000000.0,194.3,0.0,9.0,9.0,unfurnished,certificate,"Nhà phố hẻm cần bán tại địa chỉ 25/1/2 Sơn Kỳ, phường Sơn Kỳ, quận Tân Phú, TP. Hồ Chí Minh.","Nhà phố hẻm cần bán tại địa chỉ 25/1/2 Sơn Kỳ, phường Sơn Kỳ, quận Tân Phú, TP. Hồ Chí Minh.  Diện tích 196m², giá bán 16,2 tỷ đồng.",Outlier theo Diện tích (alley_house),194.3
21/08/2025,alley_house,"77/42 Đường Lê Lai, 12, Tân Bình, Hồ Chí Minh",13900000000.0,174.2,206.3,2.0,2.0,unfurnished,certificate,"Nhà cấp 4 cần bán trong hẻm tại địa chỉ 77/42 Lê Lai, phường 12, quận Tân Bình, TP. Hồ Chí Minh.","Nhà 1 trệt 1 lầu  cần bán trong hẻm tại địa chỉ 77/42 Lê Lai, phường 12, quận Tân Bình, TP. Hồ Chí Minh.  Diện tích 173,2m².  Giá bán: 13,9 tỷ VNĐ.",Outlier theo Diện tích (alley_house),174.2
20/08/2025,alley_house,"1/2/22 Đường Phạm Quý Thích, Tân Quý, Tân Phú, Hồ Chí Minh",17800000000.0,161.6,443.87,6.0,7.0,furnished,certificate,"Bán Nhà hẻm 1/2/22 Đường Phạm Quý Thích, Tân Quý, Tân Phú, Hồ Chí Minh","Bán nhà 1/2/22 Phạm Quý Thích, Tân Quý, Tân Phú ☘️Diện tích: 7.6x22m (CN 161.6m2) ☘️Kết cấu: trệt 3 lầu sân thượng 🍀Giá mới 17 tỷ 800 ❤️Vị trí: ngay chợ Tân Hương _ Căn nhà toạ lại tại hẻm 8m Phạm Quý Thích, khu sang trọng sạch đẹp; nhà thiết kế châu âu full nội thất🥰",Outlier theo Diện tích (alley_house),161.6
31/07/2025,alley_house,"487/63A Huỳnh Tấn Phát, Tân Thuận Đông, 7, Hồ Chí Minh",18000000000.0,145.8,250.2,6.0,4.0,partially_furnished,certificate,"Bán Nhà hẻm 487/63A Huỳnh Tấn Phát, Tân Thuận Đông, 7, Hồ Chí Minh","Bán nhà 487/63A Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, TP.HCM Diện tích 147m² (Ngang 5m – Nở hậu 7.5m x Dài 26.5m) Kết cấu: Trệt + Lửng + 3 Lầu, có 6PN Giá bán: 18 Tỷ TL",Outlier theo Diện tích (alley_house),145.8
28/07/2025,alley_house,"2/14A đường Bùi Công Trừng, Đông Thạnh, Hóc Môn, Hồ Chí Minh",6000000000.0,385.0,57.4,3.0,2.0,partially_furnished,certificate,"Diện tích: 385m²  
Cấu trúc: 1 trệt, 1 lầu  
Chính chủ bán nhà trong hẻm, nằm trên đường Bùi Công Trừng, xã Đông Thạnh, huyện Hóc Môn","🔵Địa chỉ: 2/14A Đường Bùi Công Trừng, Xã Đông Thạnh, Huyện Hóc Môn, TP. Hồ Chí Minh   🟢Diện tích: 385 m²   🔷Bề rộng đường/hẻm trước nhà: xe máy có thể đi lại dễ dàng   ⚪Hiện trạng nhà thực tế: Nhà gồm 1 trệt, 1 lầu   🔵Giá bán: 6 tỷ VNĐ (Thương lượng)   🔴Chủ nhà chính chủ bán, không tiếp môi giới hoặc quảng cáo",Outlier theo Diện tích (alley_house),385.0
26/07/2025,alley_house,"74/24, Đường Số 36, Hiệp Bình, Hồ Chí Minh",12000000000.0,268.6,46.0,1.0,1.0,unfurnished,certificate,"Bán nhà phố trong hẻm tại địa chỉ 74/24 Số 36, P. Linh Đông, Thủ Đức, TP. Hồ Chí Minh","Bán nhà cấp 4 tại 74/24 Số 36, P. Linh Đông, Thủ Đức, TP. Hồ Chí Minh   - 100% thổ cư, xây dựng tự do, gần trường Vinaditex, gần siêu thị, gần chợ. - Kết cấu: nhà cấp 4, 1 phòng khách, 1 phòng ngủ, 1 bếp ,1 nhà vs - Nhà mặt tiền hẻm, xe hơi 7 chỗ và xe tải nhỏ vô được. - Có thể xây nhà trọ, cho thuê nhà xưởng, phân lô,…  - Gần bến xe buýt trên sông - Khu dân cư thân thiện an ninh tốt - Giao thông thuận tiện đi lại dễ dàng - Pháp lý : đầy đủ thủ tục nhan 🟢Diện tích: 268.6m²   🔴Giá bán: 12 tỷ TL",Outlier theo Diện tích (alley_house),268.6
23/07/2025,alley_house,"89/19 đường số 2, 16, Gò Vấp, Hồ Chí Minh",13900000000.0,135.1,135.1,2.0,2.0,partially_furnished,certificate,"Bán - Nhà hẻm 89/19 đường số 2, 16, Gò Vấp, Hồ Chí Minh","Chào bán nhà hẻm tại 89/19 đường số 2, Gò Vấp, Hồ Chí Minh.  nhà có 2 tầng, 2 phòng ngủ, 2 phòng tắm.  Hướng đông bắc, được trang bị nội thất cơ bản.  Giá bán: 13.9 tỷ",Outlier theo Diện tích (alley_house),135.1
22/07/2025,alley_house,"754/1 Tân Kỳ Tân Quý, Bình Hưng Hoà A, Bình Tân, Hồ Chí Minh",16000000000.0,148.3,0.0,2.0,4.0,unfurnished,certificate,"Bán nhà 4 tầng nằm trên đường Tân Kỳ Tân Quý, phường Bình Hưng Hòa A, quận Bình Tân  
Giá: 16 tỷ","🔴Thông tin bán nhà tại Quận Bình Tân, TP.HCM   🟢Diện tích: 148.3m2 🔵Nhà 4 tầng, xây dựng kiên cố, phù hợp để ở hoặc đầu tư   🔴Vị trí: 754/1 đường Tân Kỳ Tân Quý, P. Bình Hưng Hoà A, Bình Tân 🟡Giao thông thuận tiện, gần các tiện ích trung tâm   💰Giá bán: 16 tỷ đồng  TL 🔵Tình trạng: Nhà riêng, trong ngõ, phù hợp mua để ở hoặc kinh doanh",Outlier theo Diện tích (alley_house),148.3
21/07/2025,alley_house,"241/9 Quốc Lộ 13 Cũ, khu phố 1, Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",14500000000.0,293.7,50.4,2.0,2.0,unfurnished,certificate,"Bán nhà cấp 4 một tầng nằm trên Đường Quốc Lộ 13 Cũ, phường Hiệp Bình Phước (Quận Thủ Đức cũ) - Giá 14,5 tỷ","Bán nhà  tại 241/9 Quốc Lộ 13 Cũ, khu phố 1, Phường Hiệp Bình Phước, Thành phố Thủ Đức, TP.HCM Năm hoàn thành xây dựng: 2000 Diện tích: 293.7m2 Giá 14,5 tỷ đồng (TL)",Outlier theo Diện tích (alley_house),293.7
20/07/2025,alley_house,"338/39 Đường Âu Cơ, 10, Tân Bình, Hồ Chí Minh",13500000000.0,164.7,266.1,4.0,3.0,partially_furnished,certificate,"Bán Nhà hẻm 338/39 Đường Âu Cơ, 10, Tân Bình, Hồ Chí Minh","Bán nhà 338/39/23 Âu Cơ, phường 10, Tân Bình Giá 13.5 Ty TL Diện tích: 165 m2 Kết cấu: 2 tầng Giá bán: 13.5 Tỷ TL",Outlier theo Diện tích (alley_house),164.7
18/07/2025,alley_house,"364/54, Đường Trịnh Đình Trọng, Tân Phú, Hồ Chí Minh",17000000000.0,204.0,207.2,5.0,3.0,unfurnished,certificate,"Bán nhà phố trong hẻm tại địa chỉ 364/54 Trịnh Đình Trọng, Phường Hòa Thạnh, Quận Tân Phú, TP. Hồ Chí Minh","Bán nhà phố hẻm tại 364/54 Trịnh Đình Trọng, P. Hòa Thạnh, Quận Tân Phú, TP. Hồ Chí Minh   🟢Diện tích: 204m²   🟢Kết cấu: Trệt , 1 lầu 🔴Giá bán: 17 tỷ VNĐ",Outlier theo Diện tích (alley_house),204.0
16/07/2025,alley_house,"305/74, Đường Lê Văn Quới, Bình Trị Đông, Hồ Chí Minh",8950000000.0,150.0,102.0,1.0,1.0,unfurnished,certificate,"Bán nhà phố hẻm tại địa chỉ 305/74 Lê Văn Quới, P. Bình Trị Đông, Quận Bình Tân, TP. Hồ Chí Minh","Bán nhà phố hẻm tại 305/74 Lê Văn Quới, P. Bình Trị Đông, Bình Tân, TP. Hồ Chí Minh   🟢 Diện tích: 150m²   🟢 Kết cấu: nhà cấp 4 🔴 Giá bán: 8,95 tỷ VNĐ",Outlier theo Diện tích (alley_house),150.0
11/07/2025,alley_house,"63/65, đường số 8, Linh Xuân, Hồ Chí Minh",8900000000.0,195.4,112.0,3.0,2.0,partially_furnished,certificate,"Diện tích: 195.4m2  
Số phòng ngủ: 4 phòng  
Số phòng vệ sinh: 3 phòng WC  
Chủ nhà chính chủ bán nhà trong hẻm, ngõ đường số 8, Phường Linh Xuân, Quận Thủ Đức","Nhà chính chủ bán trong hẻm ngõ tại đường số 8, Phường Linh Xuân, Quận Thủ Đức, TP. Hồ Chí Minh   🟢Diện tích: 195.4 m²   🟢Đường/hẻm trước nhà rộng xe hơi ra vào thoải mái   🔵Thông tin chi tiết: 2 phòng ngủ, 1 phòng vệ sinh   🟢Giá bán: 8,9 tỷ VNĐ (Tám tỷ chín trăm triệu đồng), thương lượng",Outlier theo Diện tích (alley_house),195.4
